SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude,SIGNAL,High Signal,RSSI,High RSSI,SATELLITES,HDOP,ALTITUDE,HEIGHT OF GEOID,SPEED(km/h),SPEED(MPH),TRACK ANGLE,DATE(UTC),TIME(UTC)
Flavours & Spices OT,60:ce:41:0b:fa:d1,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Flavours & Spices OT,60:ce:41:0b:fa:d1,-79,5180,102.60249894625048,17.96600004450209,46.0,46.0,-77.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:00.796
SALANA GUEST,da:b3:70:2d:b4:f2,Unknown,,WPA2-Personal,CCMP,802.11ax,1,0.0,0.0,"1,2,5.5,11","6,9,12,24,18,36,48,54",,,Infrastructure,Unknown,,,SALANA GUEST,da:b3:70:2d:b4:f2,-83,2412,102.6031809418092,17.96560379065068,38.0,38.0,-80.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:16.400
vivo Y02s,3a:51:ca:b1:c9:0b,Unknown,,WPA2-Personal,CCMP,802.11ac,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,vivo Y02s,3a:51:ca:b1:c9:0b,-66,2437,102.60199848913264,17.964877831504953,33.0,33.0,-82.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:25.724
Hue Massage,28:68:d2:0e:b4:5c,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Hue Massage,28:68:d2:0e:b4:5c,-68,2427,102.60199848913264,17.964877831504953,62.0,62.0,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:25.724
FO,24:a4:3c:8d:88:03,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,FO,24:a4:3c:8d:88:03,-68,2412,102.60199848913264,17.964877831504953,20.0,20.0,-88.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:30.651
LaoCoCo,f8:1a:67:5b:4b:14,"TP-LINK TECHNOLOGIES CO.,LTD.",,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,LaoCoCo,f8:1a:67:5b:4b:14,-61,2437,102.60199848913264,17.964877831504953,62.0,62.0,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:30.651
@LTC_WIFI_auto,04:f9:38:8f:8f:21,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Enterprise,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,@LTC_WIFI_auto,04:f9:38:8f:8f:21,-75,2412,102.60300008506069,17.968140566208245,14.0,14.0,-91.0,-91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:30.651
@LTC_WIFI,04:f9:38:8f:8f:20,"HUAWEI TECHNOLOGIES CO.,LTD",,Open,,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,@LTC_WIFI,04:f9:38:8f:8f:20,-76,2412,102.60199848913264,17.964877831504953,29.0,29.0,-84.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:35.113
Login,b0:8b:92:75:59:00,zte corporation,,WPA2-Personal,CCMP,802.11n,10,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,Login,b0:8b:92:75:59:00,-66,2457,102.60199848913264,17.964877831504953,57.0,62.0,-74.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:35.113
Galaxy A04s 588B,aa:fc:57:eb:65:0c,Unknown,,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Galaxy A04s 588B,aa:fc:57:eb:65:0c,-81,2437,102.60199848913264,17.964877831504953,35.0,35.0,-81.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:35.113
Galaxy A04e fd09,12:36:bf:f7:9a:24,Unknown,,WPA2-Personal,CCMP,802.11ac,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Galaxy A04e fd09,12:36:bf:f7:9a:24,-70,2437,102.60199848913264,17.964877831504953,80.0,80.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:35.113
aneth59,c0:bf:c0:ac:ee:b8,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",,,Infrastructure,Unknown,,,aneth59,c0:bf:c0:ac:ee:b8,-72,2412,102.60199848913264,17.964877831504953,31.0,43.0,-83.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:35.113
ASUS,10:c3:7b:c9:30:f8,ASUSTek COMPUTER INC.,,Open,,802.11n,1,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",,,Infrastructure,Unknown,,,ASUS,10:c3:7b:c9:30:f8,-67,2412,102.60199848913264,17.964877831504953,38.0,38.0,-80.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:35.113
PLH12345,e8:f6:54:7f:2b:31,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,153,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,PLH12345,e8:f6:54:7f:2b:31,-77,5765,102.6018553630803,17.964493487555742,31.0,40.0,-83.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:41.237
Darouny,e8:f6:54:8b:5f:24,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,5,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Darouny,e8:f6:54:8b:5f:24,-77,2432,102.60199848913264,17.964877831504953,35.0,35.0,-81.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:41.237
SCL,b4:04:21:88:43:36,zte corporation,,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,SCL,b4:04:21:88:43:36,-63,2417,102.6017525764356,17.964281527829183,31.0,75.0,-83.0,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:41.237
HANARI,1c:3c:d4:0b:03:e4,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,3,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,HANARI,1c:3c:d4:0b:03:e4,-70,2422,102.60250988056636,17.967511388719778,20.0,57.0,-88.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:41.237
PLH12345,e8:f6:54:7f:2b:2c,"HUAWEI TECHNOLOGIES CO.,LTD",,Open,,802.11ac,10,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,PLH12345,e8:f6:54:7f:2b:2c,-67,2457,102.6018553630803,17.964493487555742,65.0,65.0,-71.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:41.237
gemma salva,b4:04:21:87:e6:3c,zte corporation,,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,gemma salva,b4:04:21:87:e6:3c,-58,2427,102.6017525764356,17.964281527829183,53.0,83.0,-75.0,-59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:47.475
LTC,a0:44:5c:35:df:18,"HUAWEI TECHNOLOGIES CO.,LTD",,Open,,802.11ac,4,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,LTC,a0:44:5c:35:df:18,-68,2427,102.6017525764356,17.964281527829183,43.0,43.0,-78.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:47.475
LTC,a0:44:5c:35:df:1d,"HUAWEI TECHNOLOGIES CO.,LTD",,Open,,802.11ax,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,LTC,a0:44:5c:35:df:1d,-88,5220,102.6017525764356,17.964281527829183,16.0,16.0,-90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:47.475
Treetown,64:5e:10:5a:70:1c,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Treetown,64:5e:10:5a:70:1c,-74,2447,102.60101455680848,17.964443349028393,50.0,75.0,-76.0,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:52.283
Treetown,64:5e:10:5a:70:20,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Treetown,64:5e:10:5a:70:20,-61,5745,102.60101455680848,17.964443349028393,67.0,85.0,-70.0,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:52.283
LTC-net,00:2e:c7:7b:d5:18,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,3,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,LTC-net,00:2e:c7:7b:d5:18,-65,2422,102.60101455680848,17.964443349028393,70.0,70.0,-69.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:52.283
OSD,5c:64:7a:c1:4a:8c,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ax,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,OSD,5c:64:7a:c1:4a:8c,-76,2412,102.6017525764356,17.964281527829183,85.0,85.0,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:52.283
SureStay WIFI,74:83:c2:9d:61:e0,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,SureStay WIFI,74:83:c2:9d:61:e0,-65,2437,102.60216241118854,17.965186496334223,22.0,22.0,-87.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:57.870
OSD-5G,5c:64:7a:c1:4a:90,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ax,36,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,OSD-5G,5c:64:7a:c1:4a:90,-81,5180,102.6017525764356,17.964281527829183,70.0,70.0,-69.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:57.870
The Gifttown Vientiane ,6c:68:a4:b2:11:5b,Unknown,,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,The Gifttown Vientiane ,6c:68:a4:b2:11:5b,-75,2437,102.60101455680848,17.964443349028393,43.0,43.0,-78.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:57.870
Dysophy,a4:93:3f:23:e4:14,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Dysophy,a4:93:3f:23:e4:14,-71,2432,102.60101455680848,17.964443349028393,70.0,70.0,-69.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:09:57.870
LTC,b8:85:7b:8b:3f:65,"HUAWEI TECHNOLOGIES CO.,LTD",,Open,,802.11ax,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,LTC,b8:85:7b:8b:3f:65,-84,5220,102.60101455680848,17.964443349028393,31.0,31.0,-83.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:03.003
Xiaomi bee_5G,28:d1:27:08:b3:2f,"Beijing Xiaomi Mobile Software Co., Ltd",,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Xiaomi bee_5G,28:d1:27:08:b3:2f,-67,5745,102.60101455680848,17.964443349028393,46.0,46.0,-77.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:03.003
525 Vientiane,d8:38:0d:5d:14:e4,"SHENZHEN IP-COM Network Co.,Ltd",,WPA2-Personal,CCMP,802.11ac,40,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,525 Vientiane,d8:38:0d:5d:14:e4,-74,5200,102.60082871473314,17.96454313893988,43.0,43.0,-78.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:03.003
Villademekong,ca:e6:00:97:37:20,Unknown,,WPA2-Personal,CCMP,802.11ax,1,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Villademekong,ca:e6:00:97:37:20,-67,2412,102.60082871473314,17.96454313893988,35.0,35.0,-81.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:03.003
525,d8:38:0d:63:51:79,"SHENZHEN IP-COM Network Co.,Ltd",,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,525,d8:38:0d:63:51:79,-83,2437,102.60082871473314,17.96454313893988,33.0,33.0,-82.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:09.363
Xiaomi bee,28:d1:27:08:b3:2e,"Beijing Xiaomi Mobile Software Co., Ltd",,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,Xiaomi bee,28:d1:27:08:b3:2e,-77,2462,102.60101455680848,17.964443349028393,62.0,62.0,-72.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:09.363
MV50513537,48:7e:48:f1:c6:9e,Earda Technologies co Ltd,,Open,,802.11g,6,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,MV50513537,48:7e:48:f1:c6:9e,-44,2437,102.60101455680848,17.964443349028393,57.0,57.0,-74.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:09.363
APARTMENT,f0:9f:c2:27:88:a9,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,APARTMENT,f0:9f:c2:27:88:a9,-78,2412,102.60068556130608,17.96464200657383,33.0,33.0,-82.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
APARTMENT,f2:9f:c2:7e:1d:fa,Unknown,,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,APARTMENT,f2:9f:c2:7e:1d:fa,-65,5745,102.60082871473314,17.96454313893988,65.0,65.0,-71.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
APARTMENT,f0:9f:c2:7a:f7:8f,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,APARTMENT,f0:9f:c2:7a:f7:8f,-62,2437,102.60068556130608,17.96464200657383,81.0,81.0,-62.0,-62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
APARTMENT,f0:9f:c2:7a:fe:9f,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,APARTMENT,f0:9f:c2:7a:fe:9f,-63,2437,102.60068556130608,17.96464200657383,82.0,82.0,-61.0,-61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
APARTMENT,f2:9f:c2:7b:fe:9f,Unknown,,WPA2-Personal,CCMP,802.11ac,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,APARTMENT,f2:9f:c2:7b:fe:9f,-77,5220,102.60068556130608,17.96464200657383,65.0,65.0,-71.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
APARTMENT,f2:9f:c2:7b:f7:8f,Unknown,,WPA2-Personal,CCMP,802.11ac,149,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,APARTMENT,f2:9f:c2:7b:f7:8f,-61,5745,102.60082871473314,17.96454313893988,67.0,67.0,-70.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
APARTMENT,f2:9f:c2:28:88:a9,Unknown,,WPA2-Personal,CCMP,802.11ac,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,APARTMENT,f2:9f:c2:28:88:a9,-85,5220,102.60068556130608,17.96464200657383,26.0,26.0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
APARTMENT,f0:9f:c2:7d:1d:fa,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,APARTMENT,f0:9f:c2:7d:1d:fa,-70,2462,102.60068556130608,17.96464200657383,53.0,53.0,-75.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
VONGKEO_5GEXT,cc:40:d0:08:f4:21,NETGEAR,,WPA2-Personal,CCMP,802.11ac,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,VONGKEO_5GEXT,cc:40:d0:08:f4:21,-88,5220,102.60082871473314,17.96454313893988,16.0,16.0,-90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
Vientiane Ruby Hotel,24:43:e2:73:80:c9,DASAN Network Solutions,,WPA2-Personal,CCMP,802.11ac,48,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Vientiane Ruby Hotel,24:43:e2:73:80:c9,-89,5240,102.60082871473314,17.96454313893988,26.0,26.0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
Vientiane Ruby Hotel,24:43:e2:73:f2:48,DASAN Network Solutions,,WPA2-Personal,CCMP,802.11n,5,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,Vientiane Ruby Hotel,24:43:e2:73:f2:48,-88,2432,102.60082871473314,17.96454313893988,35.0,35.0,-81.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
kham2018,3c:15:fb:a5:e6:3c,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,2,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",,,Infrastructure,Unknown,,,kham2018,3c:15:fb:a5:e6:3c,-69,2417,102.60082871473314,17.96454313893988,46.0,46.0,-77.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
Miniso,1a:2f:a4:73:4c:dd,Unknown,,WPA2-Personal,CCMP,802.11ac,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Miniso,1a:2f:a4:73:4c:dd,-66,2412,102.60068556130608,17.96464200657383,20.0,38.0,-88.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:13.689
APARTMENT,f0:9f:c2:aa:3b:04,Ubiquiti Inc,,WPA2-Personal,CCMP,802.11n,1,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,APARTMENT,f0:9f:c2:aa:3b:04,-71,2412,102.60068556130608,17.96464200657383,33.0,33.0,-82.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:22.472
THECABANA,f4:4c:7f:7e:0b:98,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,11,0.0,0.0,"1,2,5.5,11,18,24,36,54","6,9,12,48",,,Infrastructure,Unknown,,,THECABANA,f4:4c:7f:7e:0b:98,-62,2462,102.60068556130608,17.96464200657383,80.0,80.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:22.472
NIPA,b0:08:75:f8:f3:98,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11n,4,0.0,0.0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,NIPA,b0:08:75:f8:f3:98,-75,2427,102.6012813007041,17.965368933309687,57.0,57.0,-74.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:26.467
OPPO A16k,36:29:cb:bf:78:b9,Unknown,,WPA2-Personal,CCMP,802.11ac,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,OPPO A16k,36:29:cb:bf:78:b9,-55,2437,102.6012813007041,17.965368933309687,57.0,57.0,-74.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:26.467
NIPA 1,b0:08:75:f8:f3:9c,"HUAWEI TECHNOLOGIES CO.,LTD",,WPA2-Personal,CCMP,802.11ac,36,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,NIPA 1,b0:08:75:f8:f3:9c,-89,5180,102.6012813007041,17.965368933309687,22.0,22.0,-87.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:26.467
LTC,1c:3c:d4:0b:0f:cd,"HUAWEI TECHNOLOGIES CO.,LTD",,Open,,802.11ax,60,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,LTC,1c:3c:d4:0b:0f:cd,-83,5300,102.6012813007041,17.965368933309687,18.0,18.0,-89.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:32.582
Amari,3c:46:a1:ab:23:21,Ruckus Wireless,,Open,,802.11ax,48,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Amari,3c:46:a1:ab:23:21,-80,5240,102.60182725020124,17.965890945631376,22.0,60.0,-87.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:36.242
Amari,2c:ab:46:ae:22:11,Unknown,,Open,,802.11ax,161,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Amari,2c:ab:46:ae:22:11,-67,5805,102.60227410851388,17.96708172034992,18.0,62.0,-89.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:36.242
Amari,2c:ab:46:ae:00:61,Unknown,,Open,,802.11ax,161,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Amari,2c:ab:46:ae:00:61,-82,5805,102.6012813007041,17.965368933309687,35.0,35.0,-81.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:36.242
Amari,10:f0:68:99:a3:41,Ruckus Wireless,,Open,,802.11ax,149,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Amari,10:f0:68:99:a3:41,-71,5745,102.60167520824136,17.965679012959306,24.0,46.0,-86.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:36.242
Galaxy A03 Core4872m55555555,6a:a5:77:2d:85:80,Unknown,,Open,,802.11n,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Galaxy A03 Core4872m55555555,6a:a5:77:2d:85:80,-80,2437,102.60190523110704,17.966061568006236,38.0,38.0,-80.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:36.242
Pakpasak-2023ZL,14:4f:d7:30:fd:7c,IEEE Registration Authority,,Open,,802.11ac,44,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Pakpasak-2023ZL,14:4f:d7:30:fd:7c,-84,5220,102.60214365637908,17.966682238956494,38.0,65.0,-80.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:36.242
Pakpasak-2023ZL,14:4f:d7:30:19:67,IEEE Registration Authority,,Open,,802.11ac,157,0.0,0.0,"6,9,12,18,24,36,48,54",,,,Infrastructure,Unknown,,,Pakpasak-2023ZL,14:4f:d7:30:19:67,-78,5785,102.60227410851388,17.96708172034992,18.0,62.0,-89.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:36.242
Cororo,4e:7b:d9:68:1b:ee,Unknown,,WPA2-Personal,CCMP,802.11ac,6,0.0,0.0,"1,2,5.5,11","6,9,12,18,24,36,48,54",,,Infrastructure,Unknown,,,Cororo,4e:7b:d9:68:1b:ee,-79,2437,102.6033774215008,17.968578387730382,22.0,22.0,-87.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:36.242
chuha,b4:04:21:87:4e:6e,zte corporation,,WPA2-Personal,CCMP,802.11n,8,0.0,0.0,"1,2,5.5,11","9,18,36,54,6,12,24,48",,,Infrastructure,Unknown,,,chuha,b4:04:21:87:4e:6e,-65,2447,102.60190523110704,17.966061568006236,82.0,84.0,-61.0,-57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-16,10:10:36.242
